Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,SMA_21,SMA_34,SMA_14,SD_14,upper_band,lower_band
2017-06-09,INFY,EQ,956.45,938.55,950.95,923.0,949.0,948.6,937.55,7378831,6918028230.35,161124,3054942,41.4,2017,6,-0.8207433739348624,Slight negative,,,970.2607142857144,16.07602154394297,1002.4127573736002,938.1086711978285
2017-06-12,INFY,EQ,948.6,943.35,965.2,940.1,964.4,963.85,953.95,4295838,4097996731.1,89686,2215716,51.58,2017,6,1.6076323002319317,Positive,965.2652380952383,,969.817142857143,16.457311879092344,1002.7317666153277,936.9025190989584
2017-06-13,INFY,EQ,963.85,953.5,962.95,951.6,957.95,957.8,958.26,2468897,2365833763.7,69355,1449584,58.71,2017,6,-0.6276910307620565,Slight negative,965.587619047619,,969.8092857142858,16.463222632599887,1002.7357309794855,936.8828404490861
2017-06-14,INFY,EQ,957.8,960.0,961.9,951.2,958.5,958.6,957.02,3719055,3559194776.55,90312,2710765,72.89,2017,6,0.08352474420547651,Slight or No change,965.7828571428572,,968.2992857142859,16.607227557387684,1001.5137408290612,935.0848305995106
2017-06-15,INFY,EQ,958.6,959.65,967.95,949.6,951.35,952.1,956.12,2764031,2642752622.05,67490,1852460,67.02,2017,6,-0.6780721886083918,Slight negative,966.0990476190477,,965.589285714286,15.108080601140228,995.8054469165664,935.3731245120056
2017-06-16,INFY,EQ,952.1,949.1,953.85,936.0,937.0,940.25,942.47,5474225,5159269025.25,109487,4241070,77.47,2017,6,-1.244617162062811,Negative,965.1400000000001,,962.6864285714288,15.384450494995484,993.4553295614197,931.9175275814379
2017-06-19,INFY,EQ,940.25,939.95,940.25,928.0,930.8,929.85,931.98,3427930,3194759665.4,82075,2297829,67.03,2017,6,-1.1060888061685703,Negative,964.0828571428572,,958.1528571428572,14.300469292230337,986.7537957273179,929.5519185583966
2017-06-20,INFY,EQ,929.85,935.0,946.9,934.05,944.25,943.55,943.01,2592198,2444471885.25,105790,1509148,58.22,2017,6,1.4733559176211217,Positive,963.1647619047619,,955.4971428571429,13.311289268062003,982.1197213932669,928.8745643210189
2017-06-21,INFY,EQ,943.55,945.0,949.0,936.05,948.55,943.35,941.04,1867932,1757791620.6,59945,1286468,68.87,2017,6,-0.021196544963164587,Slight or No change,962.2542857142857,,953.465,13.181776318959328,979.8285526379187,927.1014473620813
2017-06-22,INFY,EQ,943.35,947.7,968.7,935.1,939.0,940.15,953.78,4732621,4513895877.95,115123,2848768,60.19,2017,6,-0.33921662161446875,Slight or No change,962.0357142857143,,952.3950000000001,12.431360931747749,977.2577218634956,927.5322781365046
2017-06-23,INFY,EQ,940.15,945.0,949.15,938.0,943.05,943.25,943.77,3201509,3021488880.3,118944,2359021,73.68,2017,6,0.3297346168164683,Slight or No change,960.3980952380953,,951.1135714285714,12.321451342549393,975.7564741136702,926.4706687434726
2017-06-27,INFY,EQ,943.25,945.0,948.0,923.75,926.0,927.05,929.06,3452330,3207420226.5,113272,2392340,69.3,2017,6,-1.7174662072621305,Negative,957.3028571428572,,947.4692857142857,10.506447444882882,968.4821806040515,926.4563908245199
2017-06-28,INFY,EQ,927.05,932.8,933.0,921.0,924.0,924.7,925.73,2952612,2733310088.65,98295,2094305,70.93,2017,6,-0.25349226039587114,Slight or No change,954.5704761904761,,944.7535714285714,10.881509091568494,966.5165896117084,922.9905532454344
2017-06-29,INFY,EQ,924.7,930.2,947.95,926.6,929.0,930.2,935.13,7957020,7440838109.9,103952,5660732,71.14,2017,6,0.5947874986482082,Slight positive,951.6980952380952,,943.4907142857143,10.900507725850014,965.2917297374142,921.6896988340143
2017-06-30,INFY,EQ,930.2,930.8,938.0,929.0,934.4,935.55,934.42,2108350,1970090052.2,64325,1526984,72.43,2017,6,0.5751451300795463,Slight positive,949.5185714285714,956.54,943.2671428571429,11.062618572034689,965.3923800012122,921.1419057130735
2017-07-03,INFY,EQ,935.55,941.1,955.0,934.6,953.6,951.9,945.66,2544462,2406192366.05,62128,1419172,55.77,2017,7,1.7476350809684238,Positive,948.3838095238094,956.3685294117648,942.675,10.661409020748106,963.9978180414962,921.3521819585037
2017-07-04,INFY,EQ,951.9,953.85,970.0,949.4,961.0,962.15,962.03,2583863,2485762341.4,54690,1493619,57.81,2017,7,1.076793780859342,Positive,948.0633333333333,956.6364705882355,942.9442857142857,11.122955967302321,965.1901976488904,920.698373779681
2017-07-05,INFY,EQ,962.15,959.0,959.0,945.4,952.0,950.9,950.46,2113114,2008422006.7,58308,1201934,56.88,2017,7,-1.1692563529595137,Negative,947.5276190476189,956.6652941176472,942.4757142857143,10.610765008515216,963.6972443027447,921.2541842686838
2017-07-06,INFY,EQ,950.9,945.0,957.0,944.2,946.8,947.0,950.12,1914860,1819345350.9,56849,1143132,59.7,2017,7,-0.4101377642233617,Slight or No change,946.1009523809522,956.2979411764708,942.0471428571428,10.127439822711072,962.302022502565,921.7922632117206
2017-07-07,INFY,EQ,947.0,943.85,945.45,933.05,935.1,935.4,938.78,2888443,2711621745.5,98641,2118035,73.33,2017,7,-1.224920802534324,Negative,944.9119047619045,955.8450000000001,941.7835714285715,10.163540878395175,962.1106531853618,921.4564896717811
2017-07-10,INFY,EQ,935.4,945.0,1028.9,937.3,953.3,957.05,953.49,847546,808125207.5,17862,426402,50.31,2017,7,2.3145178533247712,Positive,944.9442857142855,955.5861764705883,943.32,10.19332436148574,963.7066487229715,922.9333512770286
2017-07-11,INFY,EQ,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,5648578195.35,113632,3220051,55.81,2017,7,1.912125803249576,Positive,946.9171428571426,956.139705882353,945.8892857142857,13.950110263851835,973.7895062419894,917.989065186582
2017-07-12,INFY,EQ,975.35,974.95,981.5,968.75,973.0,972.35,974.41,3137988,3057672503.55,77201,2147850,68.45,2017,7,-0.3075818936791874,Slight or No change,947.8914285714283,956.6114705882354,948.2728571428571,15.787649227540724,979.8481555979386,916.6975586877757
2017-07-13,INFY,EQ,972.35,977.25,983.45,964.1,980.0,977.05,977.0,2585196,2525724825.0,74502,1139208,44.07,2017,7,0.4833650434514336,Slight or No change,948.7838095238093,956.5773529411767,949.9314285714285,17.53382746277905,984.9990834969866,914.8637736458703
2017-07-14,INFY,EQ,977.05,999.45,1006.85,966.05,970.0,972.05,985.55,11239090,11076697425.95,246571,4902877,43.62,2017,7,-0.5117445371270679,Slight negative,950.1423809523807,956.3270588235296,952.9157142857141,19.811986160009166,992.5396866057324,913.2917419656958
2017-07-17,INFY,EQ,972.05,975.0,992.0,974.0,985.55,984.05,984.54,3849125,3789602386.0,85783,2209178,57.39,2017,7,1.2345043979219206,Positive,951.4957142857141,956.3691176470589,956.8785714285713,20.21772522285363,997.3140218742785,916.443120982864
2017-07-18,INFY,EQ,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,4112296075.35,93509,2299835,55.68,2017,7,0.1575123215283858,Slight or No change,954.0299999999997,956.3761764705883,961.8757142857141,20.56944474561375,1003.0146037769416,920.7368247944867
2017-07-19,INFY,EQ,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,2874801639.95,105595,1545101,52.46,2017,7,-0.5834009740259716,Slight negative,956.1319047619045,956.2564705882354,964.8035714285714,19.350770848149246,1003.5051131248699,926.102029732273
2017-07-20,INFY,EQ,979.85,979.3,979.85,966.95,969.0,969.45,970.69,3404870,3305085666.3,101526,2486394,73.02,2017,7,-1.0613869469816797,Negative,957.4499999999997,956.2917647058824,967.3942857142857,17.288065565268173,1001.9704168448221,932.8181545837493
2017-07-21,INFY,EQ,969.45,973.0,982.55,971.4,979.9,980.1,978.45,2990377,2925921839.85,68179,1923535,64.32,2017,7,1.0985610397648229,Positive,959.2314285714283,956.5767647058825,969.7364285714286,16.310578260344208,1002.357585092117,937.1152720507403
2017-07-24,INFY,EQ,980.1,983.5,994.0,982.6,990.5,990.55,989.58,3064588,3032646958.4,110820,2177458,71.05,2017,7,1.0662177328844002,Positive,960.9361904761903,957.3964705882354,971.7042857142858,16.95836154743806,1005.6210088091619,937.7875626194096
2017-07-25,INFY,EQ,990.55,990.0,999.0,986.2,994.0,993.85,992.82,3572807,3547155443.75,104586,2636530,73.79,2017,7,0.3331482509716821,Slight or No change,963.2719047619046,957.7711764705882,974.7300000000001,16.65256459805237,1008.0351291961049,941.4248708038954
2017-07-26,INFY,EQ,993.85,998.1,999.0,990.4,994.0,994.05,993.84,3435012,3413852845.2,104013,2857462,83.19,2017,7,0.020123761130941283,Slight or No change,966.3566666666663,958.6561764705882,977.8528571428571,15.757809994544765,1009.3684771319466,946.3372371537677
2017-07-27,INFY,EQ,994.05,996.0,1004.0,966.8,969.85,971.05,981.64,6338426,6222055606.7,100543,4878648,76.97,2017,7,-2.3137669131331418,Negative,969.0190476190473,959.5041176470587,980.9142857142857,11.039972626976647,1002.994230968239,958.8343404603324
2017-07-28,INFY,EQ,971.05,976.0,1003.0,962.3,995.7,997.35,987.2,5549214,5478201640.4,92083,3196985,57.61,2017,7,2.7084084238710777,Positive,971.4985714285712,960.9644117647058,983.3221428571429,7.798929096673685,998.9200010504903,967.7242846637955
2017-07-31,INFY,EQ,997.35,991.9,1021.7,986.75,1015.0,1011.2,1007.77,9579124,9653593591.35,194493,6840218,71.41,2017,7,1.3886800020053158,Positive,974.9914285714284,962.5473529411764,985.3785714285715,10.039697250371626,1005.4579659293147,965.2991769278283
2017-08-01,INFY,EQ,1011.2,1011.0,1017.0,998.35,1004.5,1005.55,1005.38,3844699,3865373992.85,74672,2634496,68.52,2017,8,-0.5587420886076,Slight negative,977.835238095238,963.9332352941175,987.5907142857143,10.81871346274639,1009.2281412112071,965.9532873602215
2017-08-02,INFY,EQ,1005.55,1006.0,1012.75,987.2,989.1,993.35,999.06,2128792,2126780544.95,64338,1154252,54.22,2017,8,-1.2132663716374004,Negative,979.5985714285714,965.1697058823529,989.1664285714286,10.763900927954136,1010.6942304273368,967.6386267155203
2017-08-03,INFY,EQ,993.35,991.0,998.75,980.25,981.8,984.0,988.23,2320174,2292869696.85,64881,1484098,63.96,2017,8,-0.9412593748427068,Slight negative,981.3971428571429,966.1141176470587,989.3578571428571,10.718372564879386,1010.7946022726159,967.9211120130984
2017-08-04,INFY,EQ,984.0,988.0,989.0,976.05,983.5,983.75,981.53,2674509,2625108704.9,54851,1951568,72.97,2017,8,-0.025406504065039748,Slight or No change,982.8928571428571,967.2629411764705,989.1428571428571,10.851806250624714,1010.8464696441065,967.4392446416077
2017-08-07,INFY,EQ,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,2952834608.05,75997,2439913,80.34,2017,8,-1.575603557814487,Negative,984.4904761904763,968.4497058823528,987.4742857142857,11.54166813319037,1010.5576219806665,964.3909494479049
2017-08-08,INFY,EQ,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,2892578680.85,83371,2062272,68.69,2017,8,-0.4544280919184018,Slight or No change,984.964761904762,969.0508823529408,986.5692857142857,12.91543945723973,1012.4001646287652,960.7384067998062
2017-08-09,INFY,EQ,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,1901504150.2,74542,1112721,56.74,2017,8,0.5706282097836857,Slight positive,984.5161904761907,969.8897058823525,986.4885714285713,13.025372787898819,1012.539317004369,960.4378258527736
2017-08-10,INFY,EQ,969.35,969.9,987.5,969.35,984.95,981.25,982.0,4570342,4488072666.75,118468,3294424,72.08,2017,8,1.2276267602001398,Positive,984.8776190476192,970.7197058823525,986.7421428571427,12.890702778819584,1012.5235484147818,960.9607372995035
2017-08-11,INFY,EQ,981.25,976.0,997.0,969.6,986.5,987.7,986.81,3272078,3228922463.05,85957,2064364,63.09,2017,8,0.6573248407643284,Slight positive,985.3447619047622,971.9855882352938,986.5442857142855,12.865026959991864,1012.2743396342692,960.8142317943018
2017-08-14,INFY,EQ,987.7,988.0,989.2,977.15,982.0,981.45,981.62,1908235,1873162935.8,83142,1423038,74.57,2017,8,-0.6327832337754358,Slight negative,985.1576190476193,973.531470588235,985.7442857142856,12.792786257097351,1011.3298582284804,960.1587132000909
2017-08-16,INFY,EQ,981.45,982.0,986.1,969.0,979.35,975.2,975.79,3089040,3014254126.05,73688,2010754,65.09,2017,8,-0.6368128789036587,Slight negative,984.7409523809526,975.0038235294114,984.4549999999999,12.823642678211973,1010.1022853564239,958.807714643576
2017-08-17,INFY,EQ,975.2,1005.0,1029.25,998.05,1021.05,1020.85,1012.61,12892130,13054759560.6,219380,8130105,63.06,2017,8,4.681091058244458,Among top gainers,985.546666666667,977.2826470588234,986.6671428571428,14.816999814958551,1016.3011424870599,957.0331432272258
2017-08-18,INFY,EQ,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,76625024333.45,1192900,42028494,51.13,2017,8,-9.560660234118632,Bear drop,983.4528571428576,977.2158823529411,982.7349999999999,20.772459115191612,1024.2799182303831,941.1900817696167
2017-08-21,INFY,EQ,923.25,924.0,924.0,870.0,870.15,873.4,888.68,45203588,40171479151.0,844350,20137307,44.55,2017,8,-5.3994042783644725,Among top losers,979.5476190476196,975.5399999999998,974.2285714285714,31.398183400940923,1037.0249382304532,911.4322046266896
2017-08-22,INFY,EQ,873.4,895.2,897.05,860.0,876.0,875.4,876.3,24621299,21575553323.6,436450,10004177,40.63,2017,8,0.2289901534233918,Slight or No change,974.6833333333337,973.0185294117646,965.0085714285714,39.4631989925459,1043.934969413663,886.0821734434796
2017-08-23,INFY,EQ,875.4,880.0,903.7,873.9,893.4,892.8,890.37,30642095,27282913878.8,431562,15763891,51.45,2017,8,1.987662782727884,Positive,969.959047619048,971.2511764705882,957.245,42.79923341333617,1042.8434668266723,871.6465331733277
2017-08-24,INFY,EQ,892.8,910.0,918.25,902.35,911.5,912.15,910.72,21190262,19298432842.1,379260,13139149,62.01,2017,8,2.1673387096774244,Positive,966.0495238095242,970.0923529411765,951.7085714285714,43.490444371704804,1038.689460171981,864.7276826851618
2017-08-28,INFY,EQ,912.15,943.95,953.95,938.0,940.3,941.0,944.82,20356054,19232850863.35,339901,11887057,58.4,2017,8,3.1628569862413025,Among top gainers,963.7152380952384,970.27,949.0864285714285,42.65272984448722,1034.391888260403,863.7809688824541
2017-08-29,INFY,EQ,941.0,941.45,942.0,925.55,926.75,927.45,933.49,6684696,6240109664.25,148591,3807364,56.96,2017,8,-1.439957492029753,Negative,961.4223809523814,969.6817647058824,946.3121428571428,42.28616016155626,1030.8844631802554,861.7398225340303
2017-08-30,INFY,EQ,927.45,937.2,939.0,924.1,926.7,926.65,930.56,8074832,7514125821.5,147639,4723273,58.49,2017,8,-0.0862580193002338,Slight or No change,958.7252380952386,968.2576470588234,943.9628571428569,42.17427878706151,1028.31141471698,859.6142995687339
2017-08-31,INFY,EQ,926.65,928.8,928.95,912.9,915.0,914.95,916.78,7511226,6886139481.45,174045,4983033,66.34,2017,8,-1.2626126369179258,Negative,954.3923809523814,966.5626470588232,940.1928571428571,42.06900986722631,1024.3308768773097,856.0548374084044
2017-09-01,INFY,EQ,914.95,915.95,925.9,910.0,919.85,919.95,919.57,4216961,3877809875.8,81607,2288888,54.28,2017,9,0.5464779496147321,Slight positive,950.3061904761909,964.8735294117644,935.7335714285713,40.57897572486414,1016.8915228782996,854.575619978843
2017-09-04,INFY,EQ,919.95,921.0,921.1,893.5,899.95,900.2,904.13,5088554,4600718442.35,141455,2605004,51.19,2017,9,-2.146855807380832,Negative,945.7857142857147,962.4788235294114,929.827857142857,38.53888369677302,1006.9056245364031,852.750089749311
2017-09-05,INFY,EQ,900.2,902.0,905.0,897.25,901.0,901.9,901.02,4891696,4407506232.1,79400,3043364,62.21,2017,9,0.18884692290601635,Slight or No change,941.6328571428576,960.0223529411761,924.0707142857142,36.15312848773311,996.3769712611804,851.764457310248
2017-09-06,INFY,EQ,901.9,900.0,900.3,890.0,896.9,895.6,894.39,3867955,3459475483.1,126593,2169351,56.09,2017,9,-0.6985253354030329,Slight negative,937.4833333333338,957.0429411764702,918.2564285714283,33.65482080158506,985.5660701745984,850.9467869682582
2017-09-07,INFY,EQ,895.6,900.0,900.5,892.35,894.65,895.75,896.04,3120596,2796180947.75,74906,2144854,68.73,2017,9,0.016748548459122325,Slight or No change,933.8504761904766,954.6876470588231,909.9299999999997,20.27649643533852,950.4829928706768,869.3770071293227
2017-09-08,INFY,EQ,895.75,899.0,899.0,882.1,884.0,884.3,888.07,4302271,3820696331.75,78811,2781198,64.64,2017,9,-1.27825844264583,Negative,930.2609523809527,952.2576470588233,906.7814285714284,19.980979746957832,946.743388065344,866.8194690775127
2017-09-11,INFY,EQ,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,6072846748.0,145836,4926886,71.47,2017,9,-0.6332692525160999,Slight negative,926.0395238095241,949.3888235294115,906.2264285714283,20.620137508734228,947.4667035888967,864.9861535539599
2017-09-12,INFY,EQ,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,7603270019.7,94378,7004148,81.25,2017,9,0.6088539888471578,Slight positive,921.2766666666669,946.2241176470585,906.6321428571426,20.03355768495627,946.6992582270552,866.56502748723
2017-09-13,INFY,EQ,884.05,885.5,887.6,881.0,884.5,883.75,883.75,5739114,5071927187.7,136009,4337096,75.57,2017,9,-0.03393473219840404,Slight or No change,916.3690476190478,943.0161764705879,906.1592857142854,20.51916457449357,947.1976148632725,865.1209565652982
2017-09-14,INFY,EQ,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328296.85,110957,5034797,73.51,2017,9,0.9787835926449828,Slight positive,912.0738095238097,940.0038235294114,904.780714285714,20.835084118375114,946.4508825224642,863.1105460489638
2017-09-15,INFY,EQ,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744.25,99888,4438125,65.95,2017,9,1.7761093679964146,Positive,908.6957142857143,937.7452941176467,901.9257142857141,17.378270124712035,936.6822545351382,867.16917403629
2017-09-18,INFY,EQ,908.25,910.0,917.75,906.3,908.8,909.1,912.83,4237930,3868513182.3,77992,3189815,75.27,2017,9,0.09358656757501027,Slight or No change,903.9442857142858,935.5579411764703,900.4499999999998,15.237016162570944,930.9240323251418,869.9759676748579
2017-09-19,INFY,EQ,909.1,908.0,916.0,903.5,912.7,912.25,911.15,3016665,2748642130.2,79618,1885792,62.51,2017,9,0.3464965350346461,Slight or No change,902.9442857142858,932.7161764705879,899.0635714285712,13.00631184472312,925.0761951180175,873.0509477391249
2017-09-20,INFY,EQ,912.25,917.0,917.0,907.45,913.3,912.7,910.97,2883915,2627153267.8,46614,2044262,70.88,2017,9,0.04932858317348021,Slight or No change,904.0057142857144,929.9394117647056,898.6485714285711,12.479564746565625,923.6077009217024,873.6894419354398
2017-09-21,INFY,EQ,912.7,915.0,915.25,908.15,911.0,909.55,910.99,4102076,3736951962.8,42387,3197445,77.95,2017,9,-0.3451298345568232,Slight or No change,905.6576190476193,927.3491176470586,898.035714285714,11.54909368024833,921.1339016462107,874.9375269252173
2017-09-22,INFY,EQ,909.55,908.15,910.25,888.0,899.0,898.3,897.32,8802044,7898273388.25,101141,6337990,72.01,2017,9,-1.2368753779341437,Negative,905.9885714285717,924.6752941176468,897.5492857142855,11.415305827828014,920.3798973699415,874.7186740586294
2017-09-25,INFY,EQ,898.3,901.0,901.95,889.1,901.0,895.35,894.32,4544350,4064084916.0,83796,3038937,66.87,2017,9,-0.3283980852721746,Slight or No change,905.2076190476192,922.1102941176468,897.070714285714,11.399040758755428,919.8687958032248,874.2726327682032
2017-09-26,INFY,EQ,895.35,897.0,908.4,894.3,901.75,905.9,900.14,3683239,3315416202.5,101232,2519693,68.41,2017,9,1.1783101580387534,Positive,903.0800000000002,919.9870588235291,897.4814285714283,11.398611155036537,920.2786508815013,874.6842062613553
2017-09-27,INFY,EQ,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236.4,88378,1994987,66.5,2017,9,-0.6733635059057329,Slight negative,901.5085714285716,918.1352941176468,897.7992857142854,11.417354175710477,920.6339940657064,874.9645773628644
2017-09-28,INFY,EQ,899.8,896.1,903.9,894.3,896.0,896.0,897.71,8768633,7871666208.05,135425,7778115,88.7,2017,9,-0.422316070237827,Slight or No change,899.9442857142858,916.022058823529,898.4878571428568,11.070886406433887,920.6296299557246,876.346084329989
2017-09-29,INFY,EQ,896.0,898.0,902.4,895.0,899.0,899.9,899.31,2852916,2565651056.6,79579,2099609,73.6,2017,9,0.4352678571428514,Slight or No change,899.1123809523812,913.5899999999997,899.8021428571425,9.848275271546889,919.4986934002362,880.1055923140487
2017-10-03,INFY,EQ,899.9,910.1,912.0,901.6,903.05,903.55,905.66,2473761,2240392336.3,98569,1968356,79.57,2017,10,0.40560062229135774,Slight or No change,898.4500000000002,911.2032352941173,901.493571428571,8.492003122523696,918.4775776736184,884.5095651835237
2017-10-04,INFY,EQ,903.55,903.0,905.4,897.15,901.45,899.6,901.13,2495746,2248997167.45,81198,1658660,66.46,2017,10,-0.4371645177355887,Slight or No change,898.307142857143,908.8358823529409,902.7349999999996,6.800482731733104,916.3359654634658,889.1340345365334
2017-10-05,INFY,EQ,899.6,900.0,904.95,899.0,903.0,903.05,902.78,4305650,3887063882.6,46048,3573231,82.99,2017,10,0.3835037794575279,Slight or No change,898.3909523809525,906.6885294117644,903.5464285714281,5.974048501183268,915.4945255737947,891.5983315690615
2017-10-06,INFY,EQ,903.05,904.0,922.0,903.95,920.5,920.15,916.53,4287154,3929315140.25,76214,2820790,65.8,2017,10,1.8935828580920244,Positive,899.4452380952382,903.8626470588232,904.3807142857139,6.912027938294557,918.204770162303,890.5566584091248
2017-10-09,INFY,EQ,920.15,920.0,929.0,914.0,924.25,923.9,923.72,1752416,1618746284.65,39646,1158064,66.08,2017,10,0.407542248546422,Slight or No change,900.7633333333334,903.6147058823526,905.158571428571,8.390637508686806,921.9398464459446,888.3772964111974
2017-10-10,INFY,EQ,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876.3,103093,1997414,55.92,2017,10,1.25013529602771,Positive,903.0200000000001,904.9905882352937,906.8949999999995,11.61995349520613,930.1349069904118,883.6550930095873
2017-10-11,INFY,EQ,935.45,935.45,938.0,928.0,930.6,930.7,932.27,2991252,2788647777.55,95474,2208694,73.84,2017,10,-0.5077770057191677,Slight negative,905.4657142857144,906.636764705882,908.4164285714281,13.445564671691686,935.3075579148115,881.5252992280448
2017-10-12,INFY,EQ,930.7,930.0,934.35,919.55,928.35,927.3,924.62,5140486,4753015819.85,108653,3208005,62.41,2017,10,-0.3653164284946886,Slight or No change,907.4961904761906,907.6441176470585,909.3899999999996,14.122661549111536,937.6353230982227,881.1446769017766
2017-10-13,INFY,EQ,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430.45,104364,2662742,74.16,2017,10,0.3019519033754081,Slight or No change,909.6842857142858,908.2023529411761,911.7028571428569,14.636007457148246,940.9748720571534,882.4308422285604
2017-10-16,INFY,EQ,930.1,935.95,942.0,933.0,939.0,939.0,937.81,2879375,2700304305.65,78589,1957128,67.97,2017,10,0.956886356305775,Slight positive,911.8933333333337,907.9961764705879,914.8092857142855,15.264553945099157,945.3383936044838,884.2801778240871
2017-10-17,INFY,EQ,939.0,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619.35,77515,2204290,78.37,2017,10,-0.9052183173588912,Slight negative,913.1914285714289,907.9555882352937,917.0928571428569,15.29254943205524,947.6779560069674,886.5077582787465
